equipment,est_peak_temp,num_companions,ticket,gender,distance_home,food_spend,age,runs
own,5,4,adult,male,122,18,48,3
own,10,2,senior,female,118,0,73,8
own,15,0,adult,female,161,16,58,9
own,10,2,child,male,125,19,16,7
own,10,1,season,male,101,27,66,6
own,0,1,child,male,22,0,14,8
own,5,1,adult,female,184,18,55,4
own,20,3,adult,male,37,11,26,12
own,10,2,child,female,36,9,9,12
rent,10,1,adult,male,120,13,43,9
own,5,1,senior,male,172,0,73,7
own,15,0,adult,male,44,7,33,11
own,5,1,senior,male,189,17,81,5
own,10,1,adult,male,60,17,40,9
own,10,0,child,female,118,0,12,12
rent,-5,2,adult,male,27,13,59,8
own,5,1,adult,female,20,0,45,9
own,5,3,season,male,129,0,47,7
own,10,1,child,male,182,18,9,5
own,-5,1,season,male,54,0,48,4
own,20,2,senior,male,172,15,60,10
own,10,1,adult,other,102,14,32,7
own,20,1,adult,female,92,11,18,12
rent,10,1,adult,male,18,19,45,8
rent,20,3,season,male,92,10,48,10
rent,10,2,adult,female,45,5,46,8
rent,0,1,season,male,55,27,24,2
own,-5,2,child,male,31,28,10,3
own,10,1,season,female,175,8,38,7
rent,10,0,season,male,56,8,52,8
own,5,1,senior,female,105,10,82,7
own,20,3,senior,female,113,23,72,9
own,-10,2,senior,male,52,17,60,4
own,10,3,adult,female,130,13,26,9
own,10,1,season,male,114,0,69,8
rent,5,0,senior,male,17,0,65,10
rent,-5,3,season,female,10,0,53,2
own,15,0,senior,male,100,0,66,11
own,10,1,adult,male,48,0,59,12
own,15,1,adult,male,112,0,37,10
own,20,0,adult,male,43,0,47,16
rent,5,5,adult,male,100,14,38,3
own,5,1,adult,male,175,7,32,5
own,25,4,adult,male,100,0,60,11
own,0,1,adult,female,37,20,52,5
own,5,1,child,male,132,11,14,7
own,20,2,adult,female,103,0,52,12
own,5,2,senior,female,19,16,74,8
own,-5,2,adult,other,33,0,35,6
own,10,2,senior,female,21,20,69,8
own,5,1,adult,female,113,11,42,8
own,15,3,adult,female,60,0,56,11
own,35,0,adult,male,132,0,24,17
own,-0,2,senior,male,16,11,64,7
own,10,1,child,female,13,0,15,12
own,10,2,adult,female,19,0,43,10
own,20,2,senior,male,17,9,66,13
own,10,0,adult,male,22,15,50,10
own,15,2,adult,male,161,22,47,4
own,20,3,senior,male,88,0,63,12
own,5,1,adult,male,38,10,33,9
own,5,2,senior,female,16,13,83,9
own,10,3,adult,female,49,27,34,5
own,35,4,adult,other,20,25,32,15
own,5,0,adult,male,92,0,30,10
own,5,1,senior,male,105,17,76,7
own,15,1,adult,female,110,12,58,11
own,20,1,adult,male,85,17,37,12
rent,10,1,adult,female,108,0,55,9
own,0,1,adult,female,136,14,21,6
own,15,3,senior,other,30,12,69,7
own,10,0,adult,male,10,9,48,11
own,0,2,senior,male,49,7,67,6
own,-5,0,season,other,193,0,56,4
rent,20,1,season,female,202,19,76,5
own,15,1,adult,male,96,15,30,9
own,15,1,child,male,14,0,9,12
rent,10,2,child,male,114,13,8,9
rent,10,3,adult,male,20,13,57,7
own,10,0,senior,male,180,12,62,7
own,10,1,adult,female,150,12,52,8
rent,10,1,child,female,54,13,9,10
rent,15,2,adult,male,110,12,20,6
own,10,0,adult,male,33,22,58,8
rent,20,1,season,male,101,24,44,8
own,-20,0,senior,other,134,19,66,1
own,5,2,child,female,129,0,15,5
own,-5,1,child,female,104,30,14,5
rent,-0,4,season,male,126,25,61,1
own,-5,1,senior,female,16,10,73,5
own,5,1,adult,male,170,24,48,5
own,15,2,child,male,121,0,17,12
own,10,0,adult,female,29,19,29,11
own,0,4,adult,male,25,11,23,7
own,10,0,senior,female,80,13,69,12
own,20,3,child,male,96,13,5,9
own,10,1,child,female,123,20,17,7
own,15,0,adult,female,107,9,22,10
own,10,1,senior,female,123,19,75,7
own,20,1,adult,male,41,8,40,12
rent,-25,1,season,other,128,0,37,1
own,-10,2,adult,male,62,23,59,5
own,20,4,adult,other,22,11,20,13
own,15,2,adult,male,43,0,30,12
own,10,2,child,male,95,0,18,9
rent,5,0,season,female,39,14,30,7
own,20,2,child,male,55,20,7,12
own,15,2,child,female,157,24,8,7
rent,20,1,adult,male,116,19,53,6
own,-0,2,adult,male,67,17,48,7
rent,10,1,adult,male,60,18,41,9
own,10,0,season,female,15,10,41,13
rent,20,1,child,female,16,23,16,10
own,0,3,adult,female,115,10,54,7
rent,20,1,child,female,130,20,6,10
own,-5,1,adult,female,175,9,36,5
own,15,1,season,male,52,16,20,9
own,-10,1,senior,male,99,16,61,4
own,-0,0,adult,male,29,0,52,9
own,30,2,child,male,21,26,15,15
rent,25,2,adult,male,15,11,43,14
own,10,1,adult,female,9,20,50,9
own,10,2,adult,female,20,0,58,11
own,5,2,child,male,178,10,9,4
own,0,1,adult,female,101,19,37,1
own,25,5,season,other,13,27,37,10
rent,5,3,adult,female,130,0,31,5
own,20,3,senior,female,32,12,84,10
own,10,0,adult,female,116,20,55,11
own,5,1,senior,male,107,8,74,7
own,10,0,senior,female,176,13,65,6
own,20,2,adult,other,104,6,45,11
own,-0,1,season,male,11,16,30,5
own,10,4,adult,female,118,14,42,7
own,-0,3,adult,male,37,20,56,6
own,-5,1,adult,female,48,0,24,6
own,20,2,adult,female,16,17,44,10
own,5,2,adult,male,107,21,55,4
rent,10,2,adult,male,89,26,29,6
own,30,1,child,male,58,26,13,17
own,20,1,adult,other,132,11,43,11
own,10,2,senior,female,178,0,69,4
own,0,2,senior,female,108,9,73,7
own,15,0,season,male,35,24,38,9
own,15,1,adult,male,18,0,35,12
own,25,0,adult,female,134,24,45,11
own,15,0,adult,female,120,22,33,9
own,-5,3,child,female,45,14,11,5
own,10,2,adult,female,117,18,18,6
rent,10,2,adult,male,116,22,55,6
own,-5,3,senior,female,173,18,78,1
own,10,0,child,female,26,0,7,12
own,5,5,senior,male,168,18,65,1
rent,40,2,season,female,62,5,69,16
rent,15,1,senior,male,117,0,66,11
own,10,1,senior,female,34,0,64,12
own,-5,1,adult,female,106,21,39,4
rent,-15,0,child,male,137,0,15,3
own,-0,3,adult,female,53,0,25,6
own,5,2,adult,female,34,21,47,10
own,15,0,adult,female,99,21,19,10
own,-5,1,adult,female,125,14,20,6
own,30,3,senior,male,182,12,66,10
own,10,4,child,male,186,19,7,5
own,0,1,senior,male,128,18,67,4
own,0,3,adult,female,27,17,31,5
own,10,1,senior,male,187,19,66,7
own,-10,1,adult,female,14,24,19,4
own,15,1,adult,male,168,17,40,6
own,5,0,senior,female,15,0,61,11
own,10,1,adult,female,28,27,48,5
rent,10,1,adult,female,35,22,41,8
own,10,2,senior,male,86,22,62,6
own,10,0,senior,male,107,0,61,11
own,10,3,senior,male,31,17,77,8
own,30,1,adult,female,58,13,52,13
rent,20,1,senior,male,108,0,73,9
own,10,3,senior,female,15,16,71,7
own,10,1,senior,female,23,24,74,8
own,20,2,adult,female,172,10,47,9
rent,30,1,season,female,37,29,71,12
own,10,1,child,female,19,15,16,12
rent,10,2,senior,male,125,19,72,5
own,15,3,adult,male,13,0,37,11
own,20,1,child,male,57,19,9,14
own,15,0,senior,female,176,0,62,10
own,-0,2,senior,female,39,21,74,6
own,10,1,adult,male,113,9,21,9
own,25,3,child,male,16,13,8,13
rent,5,2,senior,female,126,7,61,3
rent,5,2,adult,other,43,24,42,5
own,10,1,season,female,20,0,29,10
own,20,2,adult,female,38,22,39,12
own,30,1,senior,male,12,0,70,18
own,-10,0,season,male,176,12,75,4
own,15,4,season,male,18,0,48,11
own,5,0,adult,male,120,16,55,8
own,-10,2,child,female,51,24,17,3
own,25,2,child,male,46,0,11,14
own,10,3,adult,female,126,10,56,8
rent,15,1,adult,female,45,24,24,9
own,-0,1,child,male,168,0,10,5
own,5,2,season,female,22,0,38,8
own,20,3,senior,male,96,0,61,11
rent,20,2,adult,female,51,0,47,11
own,15,3,adult,male,14,0,41,9
own,5,3,senior,female,21,13,66,8
rent,10,0,adult,male,20,12,19,10
own,10,2,adult,male,32,11,49,9
own,5,1,adult,male,34,0,22,10
own,15,1,senior,male,31,13,65,10
own,10,1,adult,female,100,17,59,9
own,25,0,adult,female,169,13,24,12
own,5,0,adult,female,173,26,35,6
rent,5,4,adult,male,171,0,32,6
own,5,5,adult,female,183,21,28,3
own,25,1,adult,male,25,13,46,15
own,35,0,senior,female,104,21,81,14
rent,5,0,adult,female,182,22,35,5
own,25,1,child,male,108,0,9,14
rent,15,0,adult,female,102,11,37,10
own,10,1,child,female,111,0,12,10
rent,0,4,adult,female,41,10,45,5
own,5,0,child,male,49,20,14,10
own,5,1,child,male,105,8,5,7
rent,5,0,adult,male,58,13,36,7
own,10,2,adult,male,99,24,19,7
own,20,2,senior,male,40,0,65,12
own,10,1,senior,male,21,20,71,8
own,-5,1,adult,other,86,0,20,6
own,15,4,child,female,108,0,17,11
own,25,1,adult,male,108,12,46,14
rent,0,3,child,male,10,15,15,6
own,-5,2,adult,male,162,17,48,1
own,10,3,adult,female,118,15,55,6
rent,5,1,child,male,18,7,11,7
own,-5,2,senior,female,15,0,60,8
own,25,0,adult,male,114,18,37,12
own,0,3,senior,male,29,13,62,10
own,-5,0,adult,male,34,16,18,6
own,10,2,child,male,18,0,7,12
own,5,1,adult,male,13,9,40,8
own,15,0,adult,female,120,15,40,11
rent,10,2,child,male,175,23,16,5
own,15,1,season,female,175,0,31,9
own,15,0,adult,female,127,21,33,10
own,10,2,senior,female,205,15,68,8
own,-0,2,adult,female,160,0,29,6
own,10,3,child,male,102,17,7,9
rent,15,2,adult,male,102,16,32,7
own,-0,2,season,male,20,17,25,7
own,0,0,child,female,19,0,10,9
own,10,2,adult,male,40,16,42,8
own,10,2,child,female,53,24,15,10
own,10,1,adult,male,20,12,32,10
own,10,2,adult,female,105,20,24,7
own,20,0,adult,female,65,14,49,12
own,15,1,adult,female,115,0,29,10
own,0,0,adult,male,40,14,56,7
rent,10,1,child,male,13,21,11,10
own,15,2,child,male,57,0,12,13
own,15,1,senior,female,38,18,63,11
own,10,3,senior,male,62,20,77,9
own,-0,0,season,male,43,0,54,10
own,10,3,child,female,11,0,11,10
own,0,2,adult,male,100,21,42,5
rent,5,2,senior,female,59,19,80,6
rent,5,1,adult,male,40,19,47,4
rent,10,3,adult,female,36,24,22,7
own,25,0,senior,female,177,13,65,12
own,-5,3,adult,female,15,17,22,6
own,10,1,adult,male,21,16,33,11
own,-5,2,adult,female,21,0,33,6
own,5,3,adult,female,40,0,47,9
own,5,3,adult,male,182,0,25,6
own,20,2,season,female,113,19,45,7
rent,25,3,senior,male,111,0,69,12
rent,5,2,child,female,20,15,15,6
own,10,2,season,female,51,17,52,9
rent,20,1,adult,female,119,0,47,12
own,15,5,senior,male,36,18,68,9
own,5,2,season,female,46,11,27,7
rent,-10,2,senior,female,125,18,65,1
rent,15,2,season,female,64,21,78,6
own,10,1,adult,male,187,13,18,10
own,15,2,adult,female,112,10,33,10
own,-0,3,adult,female,61,16,26,7
own,5,1,season,female,183,0,31,7
own,15,1,adult,female,177,22,46,9
own,10,1,senior,male,50,0,75,12
own,-10,2,child,male,26,0,16,8
own,-0,3,adult,male,112,27,32,5
own,20,2,senior,male,35,25,70,12
own,25,1,adult,female,15,0,53,17
own,-10,1,adult,female,53,8,46,5
own,-0,3,child,male,15,17,8,7
own,-0,2,senior,male,53,13,71,7
rent,15,1,adult,female,53,0,52,11
own,0,1,adult,female,15,19,34,12
own,10,2,child,female,105,14,6,7
own,30,2,season,male,105,0,23,12
own,5,0,child,male,28,25,13,8
own,15,0,adult,male,97,19,57,12
own,15,1,season,male,104,0,68,9
own,-0,0,season,female,126,20,30,4
own,10,3,adult,male,177,0,23,6
own,10,2,child,male,48,18,8,7
own,10,0,senior,male,54,0,63,11
own,5,0,season,female,38,8,53,9
own,15,2,adult,female,38,16,45,11
own,40,0,adult,male,29,15,46,19
own,20,1,adult,male,36,12,48,13
own,10,1,adult,male,156,13,56,8
own,-0,1,adult,female,40,31,32,5
own,5,2,adult,male,35,15,30,10
own,5,0,season,female,16,12,40,9
own,0,3,adult,female,50,18,49,4
own,20,1,adult,male,54,20,34,10
own,5,1,season,female,18,19,66,8
own,5,1,senior,male,112,24,60,4
own,15,0,season,female,101,7,42,9
own,-5,1,adult,male,93,13,51,5
own,0,0,adult,female,16,25,42,7
own,25,2,adult,female,28,17,55,16
own,10,2,adult,male,26,0,50,12
own,5,0,child,female,22,0,7,11
own,10,2,adult,male,18,12,45,10
own,30,2,child,male,57,9,8,16
own,15,1,child,female,179,0,12,11
own,-5,0,senior,female,137,0,73,9
own,10,2,season,female,98,9,76,6
own,10,2,season,male,94,20,37,7
own,15,0,child,female,96,11,11,14
own,10,2,child,female,50,8,12,10
own,0,2,senior,other,181,10,64,4
rent,15,0,season,male,114,20,60,4
own,25,2,senior,male,56,0,61,14
own,-0,3,season,male,112,21,53,2
rent,5,1,child,male,51,13,7,7
rent,15,0,senior,male,59,24,67,7
own,10,4,adult,female,105,0,27,8
own,15,4,adult,female,53,23,41,8
own,-5,1,season,male,57,17,48,3
own,10,3,season,male,39,15,59,9
own,5,1,adult,female,156,0,52,9
own,15,1,season,female,138,26,64,7
own,5,2,child,female,106,17,9,7
own,15,0,adult,male,19,12,23,12
own,20,0,adult,female,48,26,53,9
own,5,2,adult,male,105,23,28,6
own,15,1,adult,male,103,6,53,10
rent,10,2,season,female,172,0,63,3
own,20,2,adult,female,30,0,60,14
own,-5,0,adult,other,45,24,26,5
own,5,5,adult,female,27,25,29,5
own,15,1,child,male,94,23,9,11
own,5,2,season,female,29,0,67,10
own,15,1,adult,male,178,18,48,6
own,15,0,season,female,154,13,47,8
own,15,1,child,male,40,24,8,10
own,-0,4,child,male,148,14,12,4
own,10,4,child,other,181,9,17,8
own,-0,1,season,female,33,0,62,7
own,-0,2,adult,male,133,17,52,6
rent,5,1,senior,male,29,10,63,6
own,-0,4,senior,male,87,17,64,4
own,5,2,senior,male,101,0,61,6
own,-0,4,season,male,30,13,48,5
own,40,1,season,female,182,0,42,14
rent,15,2,senior,female,15,19,66,9
rent,5,1,senior,male,52,18,75,7
rent,15,2,senior,female,157,20,61,10
own,10,0,child,female,166,23,9,5
own,5,0,child,other,39,17,11,11
own,15,0,child,male,16,32,11,13
own,5,0,child,female,41,10,7,8
own,-5,2,child,male,157,29,16,2
own,20,1,senior,female,103,13,65,8
own,20,0,season,female,104,20,65,9
own,15,0,adult,male,19,32,30,9
own,0,1,senior,male,107,12,61,5
rent,-5,4,child,male,26,0,7,5
rent,0,3,child,male,45,19,11,7
own,25,1,child,female,102,0,18,14
rent,5,1,child,female,111,16,12,6
own,-10,1,season,female,125,21,50,1
rent,20,2,senior,male,161,12,73,7
rent,20,0,senior,female,49,0,64,15
own,5,0,adult,male,19,8,21,9
own,30,3,senior,male,38,0,74,15
own,15,4,senior,male,48,22,69,11
own,5,0,adult,male,116,15,56,9
own,15,0,adult,male,173,0,55,11
own,10,1,senior,male,51,0,64,10
own,-0,2,adult,female,132,18,50,3
own,35,1,season,male,51,10,54,16
own,10,1,senior,male,111,16,71,7
own,5,1,adult,male,38,15,28,11
rent,25,0,senior,male,178,17,62,8
own,20,3,senior,male,55,0,61,12
own,25,1,adult,female,32,21,36,14
own,30,0,senior,male,95,22,71,13
rent,10,3,adult,other,122,8,56,4
own,-10,1,season,female,168,19,69,1
rent,15,1,season,female,57,0,55,9
own,5,2,season,male,52,15,20,6
own,5,1,senior,male,45,24,79,9
own,15,1,senior,male,38,17,69,12
own,25,1,adult,male,14,0,51,17
own,5,4,adult,female,109,16,25,7
rent,30,0,adult,female,99,0,47,15
rent,10,2,senior,male,32,27,65,10
own,15,3,adult,female,87,16,57,10
own,5,1,season,male,167,16,46,6
own,0,1,adult,male,166,0,38,7
own,-10,1,senior,male,185,15,67,1
own,25,3,senior,male,52,18,68,10
own,-5,1,senior,male,51,22,64,3
own,25,1,adult,male,39,21,22,11
own,-10,2,child,female,174,9,12,2
own,10,1,adult,male,178,9,33,9
own,25,2,adult,male,166,21,56,9
own,10,3,child,female,133,12,14,6
own,25,1,adult,male,33,26,29,13
rent,15,1,adult,female,18,16,42,9
own,25,2,adult,female,181,0,38,12
own,-0,3,adult,male,115,11,23,5
own,0,1,adult,female,15,16,50,8
own,10,1,child,female,49,0,9,13
own,5,1,senior,male,23,16,60,9
own,10,2,adult,female,187,11,22,6
rent,15,1,child,male,105,12,10,8
own,30,2,season,other,15,13,73,12
own,30,4,adult,male,43,0,28,15
own,10,4,senior,male,39,21,69,6
rent,-5,2,senior,male,113,12,63,2
own,-10,0,adult,male,56,20,34,6
rent,5,2,season,male,180,28,57,1
own,30,2,adult,female,171,19,53,10
own,0,2,child,female,156,11,11,3
own,-0,6,season,male,96,0,68,3
own,25,0,season,male,14,15,21,14
own,25,2,child,male,167,0,7,12
own,10,2,adult,male,118,14,46,8
own,-10,0,senior,female,96,18,61,1
own,10,1,season,female,167,28,17,4
own,10,1,adult,female,46,18,46,10
own,5,0,season,male,158,15,51,5
own,10,2,senior,male,129,11,72,8
own,25,2,season,male,105,0,50,12
rent,10,2,season,female,129,6,67,7
own,-0,1,adult,male,23,20,51,6
own,-5,2,child,male,9,15,13,7
own,15,1,season,female,45,15,58,11
own,20,1,child,female,29,11,6,14
rent,15,0,child,male,21,12,16,10
own,35,1,season,male,165,22,73,11
rent,0,2,season,male,28,12,27,4
own,10,1,adult,female,13,26,31,8
own,20,5,adult,male,23,19,41,12
own,5,2,child,female,82,13,11,8
own,10,0,adult,female,16,21,29,12
own,-10,0,season,female,15,17,59,4
own,15,1,senior,female,18,20,71,11
own,-5,2,child,female,175,14,15,5
rent,15,2,adult,female,117,29,51,6
own,10,3,child,male,163,14,10,5
own,5,2,senior,male,97,14,66,7
rent,15,2,child,male,112,16,14,7
own,-5,1,senior,male,50,14,63,7
own,-0,2,season,male,122,24,75,4
rent,-10,2,senior,female,115,0,81,2
rent,20,2,adult,female,173,0,38,8
rent,25,0,senior,female,55,0,81,14
own,25,1,child,male,7,0,5,16
own,5,2,adult,male,31,20,29,9
own,5,3,child,male,30,28,11,4
own,10,1,child,male,16,1,16,12
own,10,2,adult,male,126,21,28,7
own,10,1,adult,male,110,13,34,10
own,-0,0,adult,female,13,19,37,8
own,30,3,adult,male,13,20,50,11
own,15,4,adult,male,131,0,49,8
own,20,2,senior,female,41,11,79,9
own,10,4,adult,male,24,12,24,10
own,-0,3,child,male,116,13,17,5
own,5,0,child,male,110,28,15,6
own,0,1,adult,female,60,9,49,8
own,-0,1,adult,female,106,9,27,5
rent,5,0,child,male,95,13,6,6
own,20,3,adult,male,68,18,51,8
own,5,2,senior,male,170,13,66,7
own,0,1,adult,female,11,21,31,9
own,5,4,senior,male,40,24,71,5
own,0,1,adult,female,130,0,42,6
own,10,4,child,female,39,19,14,7
own,5,0,season,male,35,8,40,9
own,10,0,adult,male,179,9,47,9
own,10,0,adult,male,30,21,38,9
own,-5,0,adult,male,134,0,35,6
own,15,4,senior,male,38,8,67,11
own,25,0,adult,female,95,8,52,12
own,5,1,adult,female,55,0,47,9
rent,-5,3,season,male,121,16,25,1
rent,15,1,child,male,101,0,18,13
own,0,1,season,female,170,12,42,4
own,20,3,adult,female,113,27,55,9
own,5,1,adult,male,181,19,56,6
rent,0,0,child,male,127,16,11,5
own,10,1,adult,female,15,20,43,10
rent,10,1,adult,male,180,15,32,7
own,20,1,child,female,55,15,12,12
own,25,2,senior,female,27,7,81,14
own,35,1,adult,male,118,10,33,14
own,-0,1,adult,female,44,14,28,7
own,10,2,senior,female,121,18,63,10
own,25,2,adult,male,22,9,25,15
rent,10,2,adult,male,18,12,55,8
own,15,1,child,female,51,9,14,10
own,5,1,adult,male,102,0,19,7
own,15,2,adult,female,21,0,31,12
own,20,2,child,male,14,0,7,14
rent,15,1,adult,male,9,27,53,13
own,10,1,child,male,109,0,11,9
own,20,1,season,other,11,12,36,12
own,5,0,season,female,29,27,69,8
rent,25,1,child,male,42,21,16,15
own,0,0,child,female,46,18,10,9
rent,25,0,adult,female,19,11,27,15
own,15,4,adult,male,126,20,56,7
rent,15,2,child,female,115,10,11,9
own,5,1,season,male,115,26,41,4
rent,5,3,senior,male,25,0,64,8
own,-5,4,child,male,31,8,11,4
own,5,6,senior,female,181,0,64,8
own,-0,1,child,female,110,16,13,7
own,5,3,adult,male,115,8,42,10
own,-10,4,adult,female,99,16,29,3
own,20,2,season,female,117,0,44,10
own,0,2,child,female,45,20,5,8
own,-10,2,adult,female,14,9,21,6
own,-10,3,adult,female,42,17,38,1
rent,15,1,season,male,129,0,30,8
rent,35,1,child,male,95,0,17,15
own,15,3,child,male,95,30,13,6
own,10,4,adult,male,20,15,23,10
rent,25,2,adult,male,160,21,46,10
rent,5,1,child,female,30,19,7,7
own,5,1,senior,male,190,0,69,7
own,0,1,child,female,110,17,6,8
own,15,4,senior,female,102,11,75,8
own,0,3,child,other,137,15,5,7
own,20,2,child,other,110,24,8,10
own,-15,1,adult,female,168,22,27,1
own,15,2,senior,female,55,21,65,8
own,15,0,adult,male,125,25,25,9
own,10,1,season,female,166,26,54,5
own,20,0,child,male,112,6,9,12
own,0,1,child,male,21,23,16,6
rent,5,2,child,female,55,11,14,7
own,-5,1,senior,male,110,0,62,4
own,25,2,adult,male,40,0,29,13
own,5,2,adult,male,163,11,39,8
own,10,1,adult,male,118,25,32,8
rent,5,3,adult,male,53,0,52,7
rent,5,2,adult,other,112,30,29,4
own,20,2,adult,male,57,13,24,11
own,20,1,adult,male,45,13,53,12
rent,15,1,season,male,125,7,45,6
own,5,1,season,male,116,0,66,6
own,10,3,season,male,118,14,37,6
own,25,1,adult,female,30,16,57,16
own,5,0,senior,male,44,20,73,8
own,10,0,senior,male,167,12,69,9
own,20,2,adult,male,32,24,25,12
own,30,3,adult,female,101,15,31,11
own,10,0,adult,female,57,11,42,12
own,35,2,season,female,123,25,60,11
own,25,1,adult,female,111,16,36,13
rent,-0,1,senior,male,166,9,65,2
own,-0,0,adult,male,37,0,42,11
rent,-0,1,senior,female,50,18,67,5
own,0,1,adult,male,34,13,38,9
own,15,1,senior,male,44,19,61,10
rent,-5,1,season,female,121,12,64,2
own,10,1,season,male,45,9,62,7
own,15,2,adult,male,19,20,49,10
own,25,1,adult,female,17,19,23,13
own,25,0,senior,female,54,15,79,13
own,-0,0,adult,female,160,23,23,6
own,10,0,senior,male,44,0,68,11
own,5,0,season,female,157,0,68,7
own,15,3,senior,male,33,0,71,11
own,25,4,senior,male,175,0,63,9
rent,20,2,senior,male,116,16,69,9
rent,10,1,child,male,51,10,15,11
own,5,1,child,male,92,11,10,7
own,5,1,adult,female,120,15,59,6
rent,25,1,child,female,52,14,6,13
own,10,1,child,female,11,0,6,12
rent,5,2,adult,male,34,0,35,10
own,-10,2,senior,male,103,22,64,1
own,15,0,season,female,103,0,71,9
own,10,3,senior,male,112,15,77,7
own,10,4,adult,male,17,21,23,9
rent,5,0,season,male,104,9,67,5
own,5,0,senior,female,184,0,60,6
own,-5,2,adult,male,53,14,51,6
rent,25,3,adult,male,158,14,51,7
own,0,2,adult,female,16,0,48,10
own,-0,1,adult,female,33,26,53,6
own,5,1,senior,male,124,20,77,5
own,5,3,adult,female,187,0,48,5
own,20,1,adult,male,98,0,22,12
own,5,1,child,female,49,22,14,7
own,0,0,child,female,18,14,17,9
own,15,1,child,female,26,9,6,11
own,10,3,adult,female,12,21,25,10
rent,10,2,adult,male,19,22,23,8
own,20,0,adult,female,169,19,60,10
rent,-0,1,adult,female,185,8,38,3
own,20,0,senior,female,15,10,68,11
own,10,4,senior,male,51,11,67,6
own,15,1,senior,female,119,15,76,10
rent,10,0,child,female,100,9,12,9
own,5,0,child,female,35,23,11,9
own,20,4,adult,male,170,0,34,10
rent,15,2,child,male,126,0,10,9
own,15,1,child,female,150,0,12,8
rent,10,3,child,female,33,21,6,11
own,10,1,adult,female,133,18,42,8
own,15,0,adult,male,34,18,37,14
own,-5,4,child,male,29,21,15,7
own,-15,1,adult,male,63,0,37,4
own,-10,2,child,female,164,13,12,4
own,5,0,child,male,180,24,9,6
rent,20,1,child,female,104,17,14,13
own,10,2,adult,male,108,21,51,7
own,15,1,child,male,44,23,12,12
own,0,3,child,female,112,0,9,7
own,15,1,senior,male,49,0,71,11
own,15,1,child,female,18,13,8,14
own,-0,1,season,female,144,11,27,5
